"Statecode","Statename","Countyname","Countycode","TotalPop","taxdividend_PredPop","taxdividend","taxdividendOppose_PredPop","taxdividendOppose","CO2limits_PredPop","CO2limits","CO2limitsOppose_PredPop","CO2limitsOppose","regulate_PredPop","regulate","regulateOppose_PredPop","regulateOppose","supportRPS_PredPop","supportRPS","supportRPSOppose_PredPop","supportRPSOppose","fundrenewables_PredPop","fundrenewables","fundrenewablesOppose_PredPop","fundrenewablesOppose","happening_PredPop","happening","happeningOppose_PredPop","happeningOppose","human_PredPop","human","humanOppose_PredPop","humanOppose","consensus_PredPop","consensus","consensusOppose_PredPop","consensusOppose","worried_PredPop","worried","worriedOppose_PredPop","worriedOppose","personal_PredPop","personal","personalOppose_PredPop","personalOppose","harmUS_PredPop","harmUS","harmUSOppose_PredPop","harmUSOppose","devharm_PredPop","devharm","devharmOppose_PredPop","devharmOppose","futuregen_PredPop","futuregen","futuregenOppose_PredPop","futuregenOppose","timing_PredPop","timing","timingOppose_PredPop","timingOppose"
"MN","Minnesota","Grant County, Minnesota",27051,4340,1989,46,1027,24,2742,63,1592,37,3163,73,1124,26,2616,60,1709,39,3328,77,906,21,2576,59,870,20,1889,44,1668,38,1692,39,1596,37,2109,49,2230,51,1290,30,2750,63,2026,47,1907,44,2105,49,1781,41,2656,61,1245,29,1641,38,2661,61
"MN","Minnesota","Hennepin County, Minnesota",27053,782754,334138,43,233021,30,581130,74,196143,25,636080,81,136398,17,556315,71,220584,28,641741,82,121782,16,540008,69,113085,14,465144,59,204989,26,395483,51,243656,31,478522,61,304118,39,298305,38,451740,58,442735,57,283571,36,476451,61,245195,31,568354,73,153817,20,363055,46,416185,53
"MN","Minnesota","Houston County, Minnesota",27055,13404,6210,46,3138,23,8346,62,5033,38,9681,72,3565,27,7957,59,5438,41,10195,76,2884,22,7754,58,2877,21,5612,42,5388,40,5040,38,5130,38,6260,47,7144,53,3851,29,8661,65,6116,46,6077,45,6354,47,5749,43,8073,60,4064,30,4895,37,8411,63
"MN","Minnesota","Hubbard County, Minnesota",27057,14748,6628,45,3656,25,9512,64,5148,35,10933,74,3625,25,9100,62,5570,38,11427,77,3002,20,8950,61,2958,20,6391,43,5769,39,5733,39,5508,37,7213,49,7526,51,4432,30,9363,63,6986,47,6506,44,7262,49,6156,42,9096,62,4078,28,5619,38,9034,61
"MN","Minnesota","Isanti County, Minnesota",27059,25082,11504,46,5772,23,15304,61,9671,39,17992,72,6797,27,14773,59,10241,41,19082,76,5549,22,13970,56,5639,22,10317,41,10382,41,8923,36,9903,39,11318,45,13760,55,7067,28,16245,65,11246,45,11516,46,11578,46,11085,44,14801,59,7946,32,8924,36,15995,64
"MN","Minnesota","Itasca County, Minnesota",27061,32071,13029,41,8309,26,16999,53,15255,48,22706,71,8928,28,18898,59,12875,40,23516,73,7910,25,17762,55,7088,22,13407,42,12622,39,11658,36,11419,36,15395,48,16389,51,10092,31,19325,60,15187,47,13677,43,15465,48,13118,41,19060,59,9540,30,12064,38,19300,60
"MN","Minnesota","Jackson County, Minnesota",27063,7265,3389,47,1655,23,4530,62,2716,37,5249,72,1935,27,4306,59,2940,40,5547,76,1556,21,4309,59,1467,20,3151,43,2821,39,2786,38,2695,37,3489,48,3777,52,2141,29,4606,63,3347,46,3223,44,3476,48,3012,41,4427,61,2102,29,2697,37,4503,62
"MN","Minnesota","Kanabec County, Minnesota",27065,11343,5150,45,2669,24,7354,65,3946,35,8388,74,2800,25,6931,61,4329,38,8720,77,2324,20,6762,60,2211,19,5067,45,4279,38,4421,39,4085,36,5594,49,5743,51,3431,30,7059,62,5382,47,4811,42,5561,49,4497,40,6957,61,3144,28,4370,39,6875,61
"MN","Minnesota","Kandiyohi County, Minnesota",27067,28068,12983,46,6453,23,17354,62,10554,38,20054,71,7636,27,16549,59,11461,41,20958,75,6274,22,15730,56,6187,22,11438,41,11299,40,10239,36,10621,38,13032,46,15009,53,8321,30,17758,63,12931,46,12570,45,13306,47,11919,42,16645,59,8870,32,10218,36,17630,63
"MN","Minnesota","Kittson County, Minnesota",27069,3283,1480,45,819,25,2171,66,1115,34,2447,75,792,24,2056,63,1208,37,2558,78,631,19,2061,63,576,18,1537,47,1166,36,1426,43,1098,33,1740,53,1540,47,1057,32,2003,61,1629,50,1350,41,1705,52,1227,37,2083,63,868,26,1348,41,1897,58
"MN","Minnesota","Koochiching County, Minnesota",27071,9664,4449,46,2250,23,6124,63,3533,37,7047,73,2498,26,5822,60,3802,39,7403,77,2016,21,5792,60,1870,19,4247,44,3674,38,3806,39,3467,36,4781,49,4880,50,2945,30,6028,62,4578,47,4160,43,4750,49,3872,40,5945,62,2726,28,3729,39,5840,60
"MN","Minnesota","Lac qui Parle County, Minnesota",27073,5340,2437,46,1298,24,3579,67,1755,33,3999,75,1264,24,3349,63,1953,37,4170,78,1014,19,3343,63,946,18,2506,47,1908,36,2286,43,1817,34,2806,53,2529,47,1710,32,3267,61,2641,49,2199,41,2760,52,2003,38,3378,63,1406,26,2179,41,3109,58
"MN","Minnesota","Lake County, Minnesota",27075,8147,3544,44,1964,24,4473,55,3694,45,5712,70,2370,29,4692,58,3447,42,6005,74,1995,24,4546,56,1800,22,3311,41,3272,40,2896,36,3038,37,3798,47,4335,53,2409,30,5100,63,3703,45,3648,45,3798,47,3495,43,4850,60,2500,31,2972,36,5055,62
"MN","Minnesota","Lake of the Woods County, Minnesota",27077,2999,1419,47,688,23,1947,65,1062,35,2183,73,779,26,1809,60,1180,39,2312,77,598,20,1861,62,527,18,1344,45,1114,37,1267,42,1006,34,1548,52,1450,48,944,31,1842,61,1448,48,1269,42,1513,50,1155,39,1869,62,826,28,1205,40,1756,59
"MN","Minnesota","Le Sueur County, Minnesota",27079,18813,8496,45,4535,24,11625,62,7155,38,13639,72,4922,26,11324,60,7414,39,14412,77,4045,21,10882,58,3961,21,8166,43,7382,39,6998,37,7246,39,8733,46,10066,54,5461,29,12071,64,8654,46,8447,45,8939,48,8088,43,11246,60,5779,31,6832,36,11854,63
"MN","Minnesota","Lincoln County, Minnesota",27081,4233,2005,47,951,22,2680,63,1560,37,3057,72,1127,27,2510,59,1715,41,3239,77,884,21,2538,60,806,19,1827,43,1644,39,1671,39,1514,36,2068,49,2165,51,1261,30,2669,63,1972,47,1854,44,2051,48,1719,41,2584,61,1216,29,1618,38,2571,61
"MN","Minnesota","Lyon County, Minnesota",27083,16119,7662,48,3648,23,9915,62,6225,39,11506,71,4434,28,9458,59,6665,41,12262,76,3488,22,9668,60,3140,19,6939,43,6261,39,6307,39,5854,36,7801,48,8327,52,4798,30,10171,63,7449,46,7119,44,7775,48,6617,41,9859,61,4659,29,6028,37,9935,62
"MN","Minnesota","McLeod County, Minnesota",27085,24614,11369,46,5644,23,15122,61,9412,38,17799,72,6526,27,14472,59,10099,41,18799,76,5359,22,14125,57,5275,21,9809,40,10503,43,8824,36,9483,39,11343,46,13265,54,7113,29,15811,64,11199,45,11073,45,11579,47,10535,43,14757,60,7516,31,8926,36,15513,63
"MN","Minnesota","Mahnomen County, Minnesota",27087,3407,1586,47,780,23,2344,69,1040,31,2536,74,812,24,2135,63,1232,36,2669,78,650,19,2223,65,535,16,1664,49,1171,34,1452,43,1114,33,1893,56,1510,44,1228,36,1961,58,1817,53,1296,38,1886,55,1180,35,2204,65,872,26,1468,43,1907,56
"MN","Minnesota","Marshall County, Minnesota",27089,6694,2933,44,1693,25,4408,66,2273,34,5029,75,1569,23,4228,63,2404,36,5189,78,1312,20,4153,62,1200,18,3175,47,2348,35,2838,42,2237,33,3557,53,3126,47,2191,33,4010,60,3353,50,2682,40,3485,52,2461,37,4236,63,1739,26,2758,41,3856,58
"MN","Minnesota","Martin County, Minnesota",27091,14763,6570,45,3574,24,9337,63,5356,36,10891,74,3671,25,9022,61,5641,38,11298,77,3118,21,8669,59,3026,20,6535,44,5609,38,5599,38,5480,37,7161,49,7589,51,4433,30,9236,63,6962,47,6335,43,7185,49,5976,40,9029,61,4151,28,5588,38,9056,61
"MN","Minnesota","Meeker County, Minnesota",27093,15796,7276,46,3617,23,9745,62,5962,38,11478,73,4154,26,9352,59,6382,40,12032,76,3473,22,9241,59,3353,21,6335,40,6123,39,5759,36,6104,39,7209,46,8584,54,4486,28,10161,64,7116,45,7065,45,7367,47,6651,42,9440,60,4580,29,5730,36,9966,63
"MN","Minnesota","Mille Lacs County, Minnesota",27095,17517,7875,45,4166,24,11163,64,6295,36,12919,74,4277,24,10668,61,6680,38,13413,77,3672,21,10624,61,3457,20,7721,44,6800,39,6689,38,6441,37,8616,49,8895,51,5320,30,10906,62,8319,47,7475,43,8599,49,7024,40,10876,62,4753,27,6741,38,10654,61
"MN","Minnesota","Morrison County, Minnesota",27097,22612,10479,46,5216,23,14481,64,8102,36,16516,73,5809,26,13650,60,8878,39,17335,77,4681,21,13608,60,4330,19,10114,45,8551,38,8954,40,8078,36,11047,49,11556,51,6789,30,14129,62,10628,47,9710,43,11001,49,9178,41,13737,61,6559,29,8721,39,13690,61
"MN","Minnesota","Mower County, Minnesota",27099,25836,11694,45,6214,24,17261,67,8397,33,19534,76,5938,23,16247,63,9342,36,20069,78,5062,20,16529,64,4564,18,12293,48,9337,36,10946,42,8902,34,13633,53,12199,47,8351,32,15609,60,12781,49,10318,40,13357,52,9362,36,16581,64,6404,25,10335,40,15267,59
"MN","Minnesota","Murray County, Minnesota",27101,6290,2915,46,1451,23,4019,64,2262,36,4598,73,1611,26,3793,60,2468,39,4824,77,1303,21,3760,60,1223,19,2765,44,2402,38,2463,39,2273,36,3090,49,3198,51,1899,30,3937,63,2964,47,2714,43,3073,49,2529,40,3856,61,1774,28,2411,38,3822,61
"MN","Minnesota","Nicollet County, Minnesota",27103,20284,9146,45,5311,26,13588,67,6644,33,15220,75,4762,23,12868,63,7346,36,15990,79,3796,19,12881,64,3717,18,9715,48,7102,35,8800,43,7144,35,10594,52,9681,48,6419,32,12756,63,10019,49,8640,43,10585,52,7925,39,13013,64,5359,26,8101,40,12044,59
"MN","Minnesota","Nobles County, Minnesota",27105,13850,6765,49,2872,21,8984,65,4855,35,10049,73,3580,26,8259,60,5453,39,10518,76,2879,21,8720,63,2293,17,6287,45,5125,37,5673,41,4467,32,7283,53,6559,47,4658,34,8000,58,6864,50,5409,39,7091,51,4954,36,8690,63,3546,26,5743,41,7960,57
"MN","Minnesota","Norman County, Minnesota",27107,4788,2166,45,1148,24,3176,66,1597,33,3585,75,1133,24,2989,62,1756,37,3714,78,938,20,2948,62,876,18,2230,47,1726,36,1971,41,1656,35,2482,52,2301,48,1531,32,2909,61,2360,49,1958,41,2448,51,1805,38,3005,63,1265,26,1931,40,2812,59
"MN","Minnesota","Olmsted County, Minnesota",27109,96974,42969,44,26439,27,66249,68,30239,31,72408,75,22559,23,63307,65,32965,34,76829,79,17561,18,63762,66,17142,18,42817,44,36402,38,44147,46,33372,34,50696,52,46046,47,32249,33,60046,62,49662,51,40261,42,52454,54,36714,38,61546,63,26862,28,39670,41,56327,58
"MN","Minnesota","Otter Tail County, Minnesota",27111,41024,18991,46,9573,23,25314,62,15706,38,29601,72,10976,27,24415,60,16536,40,31146,76,8871,22,24120,59,8507,21,17561,43,16124,39,15832,39,15086,37,19682,48,21345,52,12080,29,26130,64,18921,46,18417,45,19615,48,17479,43,24927,61,12186,30,15360,37,25302,62
"MN","Minnesota","Pennington County, Minnesota",27113,9389,4515,48,2041,22,5848,62,3561,38,6699,71,2586,28,5479,58,3903,42,7147,76,1997,21,5585,59,1822,19,3945,42,3709,40,3641,39,3402,36,4536,48,4857,52,2789,30,5924,63,4327,46,4168,44,4491,48,3882,41,5705,61,2747,29,3545,38,5750,61
"MN","Minnesota","Pine County, Minnesota",27115,21058,9185,44,5364,25,14385,68,6482,31,15918,76,4776,23,13563,64,7216,34,16499,78,4007,19,13008,62,3802,18,10314,49,7352,35,8803,42,7261,34,11043,52,9986,47,6823,32,12747,61,10569,50,8374,40,10943,52,7899,38,13306,63,5449,26,8549,41,12349,59
"MN","Minnesota","Pipestone County, Minnesota",27117,6524,2957,45,1570,24,4362,67,2145,33,4892,75,1534,24,4088,63,2381,36,5072,78,1262,19,4046,62,1168,18,3053,47,2334,36,2728,42,2229,34,3409,52,3109,48,2090,32,3956,61,3227,49,2649,41,3352,51,2435,37,4109,63,1707,26,2650,41,3812,58
"MN","Minnesota","Polk County, Minnesota",27119,20819,9504,46,4885,23,12530,60,8304,40,14871,71,5707,27,12347,59,8419,40,15744,76,4632,22,11815,57,4486,22,8686,42,8429,40,7649,37,7968,38,9703,47,11107,53,6073,29,13294,64,9524,46,9270,45,9836,47,8781,42,12448,60,6184,30,7522,36,13117,63
"MN","Minnesota","Pope County, Minnesota",27121,7951,3645,46,1889,24,5032,63,2901,36,5817,73,2039,26,4803,60,3119,39,6112,77,1657,21,4739,60,1605,20,3522,44,3034,38,3057,38,2971,37,3804,48,4143,52,2341,29,5071,64,3696,46,3503,44,3847,48,3267,41,4874,61,2270,29,3002,38,4890,61
"MN","Minnesota","Ramsey County, Minnesota",27123,330997,145346,44,90597,27,238143,72,90027,27,257822,78,66323,20,226582,68,100010,30,266203,80,55159,17,230566,70,46606,14,184791,56,94593,29,167840,51,98683,30,197087,60,133968,40,121454,37,187176,57,180898,55,116884,35,192818,58,99410,30,228839,69,66055,20,154193,47,175647,53
"MN","Minnesota","Red Lake County, Minnesota",27125,2831,1218,43,761,27,2020,71,796,28,2212,78,571,20,1889,67,902,32,2258,80,484,17,1840,65,468,17,1459,52,916,32,1300,46,915,32,1592,56,1233,44,969,34,1675,59,1489,53,1077,38,1558,55,965,34,1851,65,670,24,1232,44,1574,56
"MN","Minnesota","Redwood County, Minnesota",27127,10936,5024,46,2561,23,7168,66,3744,34,8053,74,2669,24,6708,61,4158,38,8458,77,2186,20,6617,61,2003,18,4916,45,4106,38,4421,40,3836,35,5546,51,5381,49,3438,31,6718,61,5319,49,4575,42,5512,50,4258,39,6773,62,3045,28,4332,40,6499,59
"MN","Minnesota","Renville County, Minnesota",27129,10983,5129,47,2409,22,6521,59,4462,41,7786,71,3086,28,6323,58,4637,42,8213,75,2524,23,6302,57,2288,21,4578,42,4396,40,3980,36,4085,37,5125,47,5858,53,3195,29,6923,63,4959,45,4883,44,5097,46,4632,42,6553,60,3279,30,4030,37,6842,62
"MN","Minnesota","Rice County, Minnesota",27131,39613,18568,47,9606,24,26570,67,13041,33,29617,75,9447,24,24688,62,14830,37,30722,78,7600,19,24884,63,6486,16,19240,49,13537,34,17626,44,13028,33,21245,54,18370,46,12984,33,24030,61,19793,50,16316,41,20778,52,14946,38,25339,64,10581,27,16411,41,22862,58
"MN","Minnesota","Rock County, Minnesota",27133,6563,3072,47,1454,22,3952,60,2609,40,4667,71,1826,28,3800,58,2758,42,4942,75,1477,23,3756,57,1381,21,2691,41,2666,41,2374,36,2492,38,3021,46,3543,54,1873,29,4196,64,2948,45,2965,45,3038,46,2813,43,3909,60,1978,30,2377,36,4126,63
"MN","Minnesota","Roseau County, Minnesota",27135,10538,4946,47,2438,23,6870,65,3651,35,7720,73,2690,26,6380,61,4115,39,8141,77,2122,20,6483,62,1942,18,4782,45,3917,37,4272,41,3714,35,5323,51,5217,50,3231,31,6567,62,5027,48,4507,43,5249,50,4134,39,6547,62,2913,28,4146,39,6293,60
"MN","Minnesota","St. Louis County, Minnesota",27137,135277,59886,44,34894,26,87478,65,47831,35,101677,75,31930,24,85172,63,49579,37,105747,78,26559,20,81944,61,25588,19,61500,45,49077,36,56825,42,48256,36,69015,51,66178,49,42320,31,84458,62,66012,49,57342,42,69432,51,53033,39,85513,63,37760,28,53897,40,80537,60
"MN","Minnesota","Scott County, Minnesota",27139,82721,36745,44,21686,26,52792,64,29565,36,60910,74,20629,25,51960,63,30479,37,64630,78,16597,20,48591,59,18273,22,37217,45,30102,36,33388,40,31262,38,40494,49,42198,51,25156,30,52932,64,39639,48,36227,44,41607,50,33753,41,52097,63,21826,26,31262,38,51140,62
"MN","Minnesota","Sherburne County, Minnesota",27141,55424,21525,39,14641,26,25718,46,30031,54,38035,69,17180,31,31667,57,23574,43,39469,71,15469,28,29934,54,12753,23,22130,40,22360,40,19113,34,20172,36,26076,47,29127,53,17241,31,33109,60,25519,46,24062,43,25862,47,23519,42,32731,59,17191,31,20254,37,33935,61
"MN","Minnesota","Sibley County, Minnesota",27143,10345,4740,46,2412,23,6728,65,3581,35,7655,74,2540,25,6340,61,3925,38,7956,77,2105,20,6237,60,1969,19,4676,45,3855,37,4093,40,3674,36,5190,50,5147,50,3214,31,6353,61,4974,48,4328,42,5144,50,4029,39,6388,62,2821,27,4049,39,6205,60
"MN","Minnesota","Stearns County, Minnesota",27145,91804,41488,45,22713,25,59598,65,31718,35,68906,75,21864,24,56925,62,34442,38,71459,78,18442,20,52386,57,18514,20,40473,44,33290,36,36427,40,33707,37,44964,49,46752,51,28036,31,58123,63,43879,48,39886,43,45806,50,37658,41,57033,62,26554,29,34566,38,56453,61
"MN","Minnesota","Steele County, Minnesota",27147,24266,10493,43,6357,26,15905,66,8211,34,18182,75,5562,23,15422,64,8576,35,18867,78,4772,20,14727,61,4778,20,11892,49,8450,35,9865,41,8925,37,12246,50,11992,49,7567,31,15109,62,11862,49,10147,42,12329,51,9484,39,15250,63,6298,26,9451,39,14605,60
"MN","Minnesota","Stevens County, Minnesota",27149,5865,2780,47,1415,24,3981,68,1904,32,4354,74,1428,24,3674,63,2173,37,4615,79,1070,18,3823,65,946,16,2789,48,2043,35,2707,46,1894,32,3207,55,2656,45,1947,33,3567,61,2962,51,2398,41,3134,53,2134,36,3787,65,1517,26,2477,42,3323,57
"MN","Minnesota","Swift County, Minnesota",27151,6968,3353,48,1498,21,4332,62,2651,38,4962,71,1927,28,4047,58,2912,42,5275,76,1505,22,4128,59,1328,19,2930,42,2760,40,2685,39,2477,36,3360,48,3610,52,2069,30,4356,63,3207,46,3049,44,3318,48,2845,41,4204,60,2028,29,2635,38,4256,61
"MN","Minnesota","Todd County, Minnesota",27153,16707,7792,47,3792,23,10766,64,5904,35,12149,73,4331,26,10074,60,6533,39,12824,77,3441,21,9828,59,3218,19,7224,43,6319,38,6484,39,5984,36,8161,49,8538,51,5051,30,10424,62,7870,47,7210,43,8148,49,6651,40,10136,61,4850,29,6375,38,10177,61
"MN","Minnesota","Traverse County, Minnesota",27155,2607,1180,45,634,24,1731,66,871,33,1949,75,621,24,1630,63,957,37,2029,78,505,19,1619,62,472,18,1218,47,934,36,1095,42,898,34,1361,52,1244,48,836,32,1595,61,1289,49,1074,41,1344,52,984,38,1646,63,690,26,1057,41,1525,59
"MN","Minnesota","Wabasha County, Minnesota",27157,15052,6870,46,3699,25,10116,67,4905,33,11289,75,3542,24,9467,63,5484,36,11786,78,2847,19,9410,63,2720,18,7065,47,5398,36,6413,43,5224,35,7833,52,7208,48,4770,32,9310,62,7412,49,6271,42,7762,52,5719,38,9518,63,3987,26,6080,40,8846,59
"MN","Minnesota","Wadena County, Minnesota",27159,9468,4399,46,2120,22,5869,62,3578,38,6855,72,2506,26,5563,59,3891,41,7205,76,2049,22,5439,57,2020,21,3870,41,3917,41,3441,36,3614,38,4385,46,5080,54,2739,29,6038,64,4314,46,4263,45,4430,47,4011,42,5671,60,2842,30,3484,37,5910,62
"MN","Minnesota","Waseca County, Minnesota",27161,13238,6025,46,3084,23,8276,63,4890,37,9699,73,3351,25,8019,61,5158,39,10116,76,2834,21,7765,59,2758,21,5657,43,5259,40,4849,37,5092,38,6309,48,6925,52,3950,30,8318,63,6169,47,5763,44,6371,48,5443,41,8081,61,3740,28,4956,37,8208,62
"MN","Minnesota","Washington County, Minnesota",27163,157894,69430,44,41973,27,100224,63,56595,36,115731,73,40403,26,97822,62,59516,38,123136,78,32176,20,95957,61,31293,20,81027,51,51143,32,66596,42,57982,37,80647,51,77474,49,48234,31,101036,64,75717,48,69244,44,80166,51,62419,40,102057,65,41840,26,58953,37,97579,62
"MN","Minnesota","Watonwan County, Minnesota",27165,7663,3405,44,1917,25,5419,71,2192,29,5945,78,1568,20,5062,66,2478,32,6047,79,1361,18,4992,65,1231,16,3956,52,2464,32,3453,45,2430,32,4358,57,3287,43,2758,36,4343,57,4096,53,2788,36,4257,56,2519,33,5012,65,1764,23,3378,44,4219,55
"MN","Minnesota","Wilkin County, Minnesota",27167,4550,2035,45,1110,24,2890,64,1639,36,3354,74,1136,25,2786,61,1737,38,3503,77,941,21,2685,59,947,21,2007,44,1730,38,1751,38,1714,38,2207,49,2340,51,1359,30,2887,63,2137,47,1996,44,2217,49,1873,41,2795,61,1294,28,1715,38,2803,62
"MN","Minnesota","Winona County, Minnesota",27169,30476,14118,46,7344,24,19660,65,10793,35,22294,73,7782,26,18578,61,11826,39,23570,77,6146,20,18590,61,5827,19,13568,45,11441,38,12438,41,10956,36,15183,50,15289,50,9262,30,19234,63,14495,48,13233,43,15182,50,12220,40,18943,62,8549,28,11786,39,18439,61
"MN","Minnesota","Wright County, Minnesota",27171,79179,34985,44,20164,25,49865,63,28915,37,57675,73,20378,26,48773,62,30303,38,60925,77,16651,21,46777,59,17374,22,33912,43,30951,39,29103,37,31142,39,37711,48,41468,52,23133,29,50964,64,36875,47,35480,45,38371,48,32621,41,48689,61,21779,28,29213,37,49661,63
"MN","Minnesota","Yellow Medicine County, Minnesota",27173,7175,3364,47,1652,23,4607,64,2592,36,5263,73,1823,25,4333,60,2815,39,5539,77,1448,20,4328,60,1373,19,3157,44,2746,38,2900,40,2532,35,3594,50,3578,50,2215,31,4461,62,3431,48,3078,43,3568,50,2856,40,4417,62,2047,29,2802,39,4301,60
"MS","Mississippi","Adams County, Mississippi",28001,22566,9690,43,4423,20,12710,56,9472,42,16160,72,5933,26,12760,57,9422,42,16358,72,5917,26,13175,58,3586,16,9543,42,9094,40,7160,32,7186,32,10705,47,11814,52,7818,35,10204,45,10844,48,7508,33,10572,47,7174,32,12248,54,5485,24,9555,42,12857,57
"MS","Mississippi","Alcorn County, Mississippi",28003,24975,10616,43,5455,22,12635,51,12106,48,16981,68,7904,32,13044,52,11837,47,17853,71,7152,29,13038,52,6268,25,9847,39,10605,42,6977,28,10157,41,10379,42,14590,58,6814,27,14344,57,10421,42,11133,45,10244,41,10813,43,13042,52,8239,33,8690,35,16151,65
"MS","Mississippi","Amite County, Mississippi",28005,9026,4043,45,1729,19,5207,58,3752,42,6377,71,2508,28,4994,55,3919,43,6579,73,2268,25,5368,59,1444,16,3887,43,3521,39,3116,35,2796,31,4447,49,4567,51,3089,34,4237,47,4322,48,3169,35,4259,47,2956,33,4992,55,2324,26,3866,43,5055,56
"MS","Mississippi","Attala County, Mississippi",28007,12753,5443,43,2596,20,6865,54,5806,46,8976,70,3600,28,7030,55,5569,44,9107,71,3443,27,7346,58,2251,18,5265,41,5166,41,4082,32,4198,33,6008,47,6718,53,4242,33,6105,48,5982,47,4612,36,5846,46,4432,35,6898,54,3499,27,5233,41,7372,58
"MS","Mississippi","Benton County, Mississippi",28009,5740,2458,43,1123,20,2868,50,2795,49,3902,68,1776,31,2979,52,2707,47,4018,70,1706,30,2970,52,1274,22,2188,38,2498,44,1536,27,2177,38,2379,41,3354,58,1695,30,2987,52,2466,43,2309,40,2374,41,2280,40,2944,51,1747,30,2092,36,3605,63
"MS","Mississippi","Bolivar County, Mississippi",28011,21252,9256,44,3980,19,12276,58,8676,41,15112,71,5623,26,12077,57,8824,42,15479,73,5392,25,12530,59,2790,13,9036,43,7981,38,7183,34,6112,29,10452,49,10741,51,7796,37,8892,42,10578,50,6449,30,10288,48,6071,29,11693,55,4692,22,9535,45,11501,54
"MS","Mississippi","Calhoun County, Mississippi",28013,9961,4309,43,1972,20,5332,54,4533,46,6849,69,3005,30,5296,53,4561,46,7042,71,2776,28,5517,55,1975,20,4125,41,4033,40,3036,30,3467,35,4552,46,5401,54,3093,31,5027,50,4477,45,3806,38,4348,44,3659,37,5253,53,2843,29,3857,39,6000,60
"MS","Mississippi","Carroll County, Mississippi",28015,7361,3160,43,1471,20,3687,50,3584,49,4982,68,2303,31,3814,52,3488,47,5160,70,2177,30,3835,52,1618,22,2807,38,3203,44,2019,27,2759,37,3055,41,4298,58,2157,29,3854,52,3150,43,2988,41,3048,41,2931,40,3772,51,2257,31,2686,36,4615,63
"MS","Mississippi","Chickasaw County, Mississippi",28017,11357,5047,44,2123,19,6223,55,5023,44,7920,70,3271,29,6123,54,5092,45,8120,72,3070,27,6510,57,1945,17,4612,41,4691,41,3607,32,3668,32,5277,46,6060,53,3757,33,5369,47,5278,46,4037,36,5129,45,3851,34,6062,53,3012,27,4636,41,6593,58
"MS","Mississippi","Choctaw County, Mississippi",28019,5809,2195,38,1226,21,2104,36,3712,64,3703,64,2101,36,2837,49,2939,51,3752,65,2092,36,2836,49,1318,23,2069,36,2533,44,1493,26,2003,34,2517,43,3264,56,1874,32,2751,47,2542,44,2250,39,2404,41,2269,39,2944,51,1843,32,2200,38,3463,60
"MS","Mississippi","Claiborne County, Mississippi",28021,5926,2539,43,1085,18,3649,62,2159,36,4427,75,1315,22,3587,61,2189,37,4390,74,1394,24,3765,64,577,10,2797,47,2146,36,2162,36,1511,25,3128,53,2776,47,2406,41,2185,37,3158,53,1522,26,3091,52,1415,24,3414,58,1094,18,2880,49,2995,51
"MS","Mississippi","Clarke County, Mississippi",28023,11253,4618,41,2571,23,7104,63,3992,35,8396,75,2655,24,6851,61,4183,37,8532,76,2496,22,7039,63,1793,16,5558,49,3870,34,4250,38,3465,31,6019,53,5204,46,4064,36,5254,47,5757,51,3760,33,5759,51,3430,30,6602,59,2635,23,5107,45,6053,54
